"Comune";"Area_provenienza";"Paese_provenienza";"MeasuresLevel";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018"
"Abetone";"Paesi Asiatici";"Altri Paesi Medio Oriente";"Arrivi";"29.0";"9.0";"15.0";"14.0";"13.0";"23.0";"22.0";"";"";"";"";"";"";""
"Abetone";"Paesi Asiatici";"Altri Paesi dell'Asia";"Arrivi";"";"";"";"";"";"";"";"30.0";"16.0";"32.0";"26.0";"20.0";"";""
"Abetone";"Paesi Asiatici";"Altri Paesi dell'Asia orientale";"Arrivi";"2.0";"1.0";"6.0";"";"";"6.0";"1.0";"";"";"";"";"";"";""
"Abetone";"Paesi Asiatici";"Cina (incluso Hong Kong)";"Arrivi";"3.0";"4.0";"4.0";"12.0";"7.0";"3.0";"14.0";"32.0";"35.0";"37.0";"142.0";"36.0";"";""
"Abetone";"Paesi Asiatici";"Corea del Sud";"Arrivi";"1.0";"3.0";"";"1.0";"";"";"";"4.0";"";"";"";"";"";""
"Abetone";"Paesi Asiatici";"Giappone";"Arrivi";"25.0";"25.0";"20.0";"19.0";"22.0";"13.0";"19.0";"15.0";"6.0";"14.0";"51.0";"12.0";"";""
"Abetone";"Paesi Asiatici";"India";"Arrivi";"";"4.0";"";"9.0";"6.0";"";"12.0";"7.0";"";"2.0";"5.0";"";"";""
"Abetone";"Paesi Asiatici";"Israele";"Arrivi";"6.0";"37.0";"26.0";"11.0";"14.0";"10.0";"27.0";"27.0";"22.0";"8.0";"20.0";"6.0";"";""
"Abetone";"Paesi Asiatici";"Paese dell'Asia non indicato";"Arrivi";"";"9.0";"1.0";"10.0";"3.0";"16.0";"1.0";"";"";"";"";"";"";""
"Abetone";"Paesi Asiatici";"Paesi dell'Asia centro-occidentale";"Arrivi";"";"";"";"";"4.0";"2.0";"8.0";"";"";"";"";"";"";""
"Abetone";"Paesi dell'Oceania";"Altri Paesi o territori Oceania";"Arrivi";"";"";"";"";"";"4.0";"1.0";"";"5.0";"";"";"";"";""
"Abetone";"Paesi dell'Oceania";"Australia";"Arrivi";"31.0";"11.0";"29.0";"14.0";"41.0";"33.0";"38.0";"25.0";"38.0";"34.0";"31.0";"20.0";"";""
"Abetone";"Paesi dell'Oceania";"Nuova Zelanda";"Arrivi";"22.0";"8.0";"4.0";"5.0";"20.0";"12.0";"7.0";"4.0";"17.0";"4.0";"11.0";"10.0";"";""
"Abetone";"Paesi delle Americhe";"Altri Paesi America Centrale";"Arrivi";"";"";"";"10.0";"";"4.0";"9.0";"";"";"";"";"";"";""
"Abetone";"Paesi delle Americhe";"Altri Paesi America Latina";"Arrivi";"5.0";"46.0";"25.0";"10.0";"3.0";"1.0";"5.0";"";"";"";"";"";"";""
"Abetone";"Paesi delle Americhe";"Altri Paesi America Settentrionale";"Arrivi";"";"";"";"1.0";"1.0";"";"";"";"";"";"";"";"";""
"Abetone";"Paesi delle Americhe";"Altri Paesi Centro-Sud America";"Arrivi";"";"";"";"";"";"";"";"1.0";"3.0";"13.0";"4.0";"6.0";"";""
"Abetone";"Paesi delle Americhe";"Altri Paesi o territori Nord-Americani";"Arrivi";"";"";"";"";"";"";"";"1.0";"";"1.0";"6.0";"2.0";"";""
"Abetone";"Paesi delle Americhe";"Argentina";"Arrivi";"3.0";"7.0";"";"7.0";"6.0";"7.0";"5.0";"20.0";"7.0";"6.0";"13.0";"7.0";"";""
"Abetone";"Paesi delle Americhe";"Brasile";"Arrivi";"36.0";"27.0";"39.0";"57.0";"21.0";"49.0";"59.0";"47.0";"56.0";"59.0";"77.0";"55.0";"";""
"Abetone";"Paesi delle Americhe";"Canada";"Arrivi";"8.0";"13.0";"6.0";"14.0";"10.0";"5.0";"21.0";"15.0";"12.0";"9.0";"";"11.0";"";""
"Abetone";"Paesi delle Americhe";"Messico";"Arrivi";"10.0";"1.0";"10.0";"4.0";"17.0";"5.0";"3.0";"1.0";"9.0";"11.0";"4.0";"3.0";"";""
"Abetone";"Paesi delle Americhe";"Stati Uniti d'America";"Arrivi";"78.0";"139.0";"77.0";"140.0";"102.0";"60.0";"170.0";"120.0";"137.0";"151.0";"108.0";"49.0";"";""
"Abetone";"Paesi delle Americhe";"Venezuela";"Arrivi";"1.0";"1.0";"1.0";"3.0";"4.0";"4.0";"0.0";"1.0";"8.0";"4.0";"6.0";"12.0";"";""
"Abetone";"Unione Europea";"Austria";"Arrivi";"65.0";"80.0";"140.0";"76.0";"37.0";"52.0";"70.0";"59.0";"47.0";"86.0";"158.0";"59.0";"";""
"Abetone";"Unione Europea";"Belgio";"Arrivi";"99.0";"30.0";"36.0";"75.0";"81.0";"65.0";"47.0";"85.0";"60.0";"42.0";"48.0";"70.0";"";""
"Abetone";"Unione Europea";"Bulgaria";"Arrivi";"8.0";"3.0";"13.0";"1.0";"14.0";"5.0";"14.0";"17.0";"9.0";"2.0";"6.0";"2.0";"";""
"Abetone";"Unione Europea";"Cipro";"Arrivi";"";"9.0";"11.0";"2.0";"";"";"4.0";"2.0";"6.0";"1.0";"";"";"";""
"Abetone";"Unione Europea";"Croazia";"Arrivi";"18.0";"19.0";"4.0";"4.0";"12.0";"5.0";"5.0";"7.0";"6.0";"9.0";"8.0";"9.0";"";""
"Abetone";"Unione Europea";"Danimarca";"Arrivi";"51.0";"60.0";"44.0";"62.0";"23.0";"50.0";"47.0";"45.0";"46.0";"36.0";"57.0";"23.0";"";""
"Abetone";"Unione Europea";"Estonia";"Arrivi";"1.0";"3.0";"2.0";"2.0";"";"";"";"";"1.0";"5.0";"4.0";"5.0";"";""
"Abetone";"Unione Europea";"Finlandia";"Arrivi";"16.0";"3.0";"3.0";"18.0";"31.0";"3.0";"9.0";"11.0";"12.0";"26.0";"31.0";"6.0";"";""
"Abetone";"Unione Europea";"Francia";"Arrivi";"101.0";"132.0";"151.0";"135.0";"158.0";"99.0";"135.0";"111.0";"153.0";"146.0";"164.0";"102.0";"";""
"Abetone";"Unione Europea";"Germania";"Arrivi";"159.0";"119.0";"168.0";"121.0";"168.0";"111.0";"167.0";"130.0";"115.0";"133.0";"145.0";"163.0";"";""
"Abetone";"Unione Europea";"Grecia";"Arrivi";"11.0";"2.0";"3.0";"13.0";"10.0";"5.0";"6.0";"7.0";"5.0";"8.0";"9.0";"3.0";"";""
"Abetone";"Unione Europea";"Irlanda";"Arrivi";"9.0";"9.0";"32.0";"38.0";"34.0";"42.0";"21.0";"33.0";"55.0";"2.0";"24.0";"21.0";"";""
"Abetone";"Unione Europea";"Lettonia";"Arrivi";"";"2.0";"";"5.0";"";"";"1.0";"12.0";"4.0";"3.0";"7.0";"3.0";"";""
"Abetone";"Unione Europea";"Lituania";"Arrivi";"";"";"";"5.0";"1.0";"1.0";"";"6.0";"3.0";"3.0";"12.0";"";"";""
"Abetone";"Unione Europea";"Lussemburgo";"Arrivi";"";"3.0";"2.0";"2.0";"2.0";"";"6.0";"2.0";"4.0";"3.0";"";"3.0";"";""
"Abetone";"Unione Europea";"Malta";"Arrivi";"5.0";"";"10.0";"";"12.0";"30.0";"29.0";"4.0";"9.0";"5.0";"8.0";"6.0";"";""
"Abetone";"Unione Europea";"Paesi Bassi";"Arrivi";"101.0";"87.0";"111.0";"77.0";"78.0";"59.0";"113.0";"73.0";"80.0";"84.0";"81.0";"83.0";"";""
"Abetone";"Unione Europea";"Portogallo";"Arrivi";"4.0";"6.0";"2.0";"15.0";"";"2.0";"9.0";"";"4.0";"16.0";"6.0";"4.0";"";""
"Abetone";"Unione Europea";"Regno Unito";"Arrivi";"327.0";"354.0";"366.0";"444.0";"419.0";"364.0";"278.0";"331.0";"364.0";"396.0";"314.0";"335.0";"";""
"Abetone";"Unione Europea";"Romania";"Arrivi";"8.0";"32.0";"52.0";"35.0";"41.0";"55.0";"46.0";"82.0";"15.0";"24.0";"39.0";"26.0";"";""
"Abetone";"Unione Europea";"Spagna";"Arrivi";"42.0";"16.0";"31.0";"67.0";"36.0";"16.0";"30.0";"16.0";"22.0";"51.0";"38.0";"25.0";"";""
"Abetone";"Unione Europea";"Svezia";"Arrivi";"35.0";"42.0";"20.0";"48.0";"35.0";"32.0";"26.0";"22.0";"19.0";"15.0";"25.0";"13.0";"";""
"Abetone Cutigliano";"Italia";"Abruzzo";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"134.0";"158.0"
"Abetone Cutigliano";"Italia";"Basilicata";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"28.0";"32.0"
"Abetone Cutigliano";"Italia";"Bolzano-Bozen";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"145.0";"148.0"
"Abetone Cutigliano";"Italia";"Calabria";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"72.0";"69.0"
"Abetone Cutigliano";"Italia";"Campania";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"333.0";"434.0"
"Abetone Cutigliano";"Italia";"Emilia-Romagna";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"1657.0";"1611.0"
"Abetone Cutigliano";"Italia";"Friuli-V. Giulia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"108.0";"117.0"
"Abetone Cutigliano";"Italia";"Lazio";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"2939.0";"2785.0"
"Abetone Cutigliano";"Italia";"Liguria";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"724.0";"981.0"
"Abetone Cutigliano";"Italia";"Lombardia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"965.0";"840.0"
"Abetone Cutigliano";"Italia";"Marche";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"220.0";"277.0"
"Abetone Cutigliano";"Italia";"Molise";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"34.0";"21.0"
"Abetone Cutigliano";"Italia";"Piemonte";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"580.0";"559.0"
"Abetone Cutigliano";"Italia";"Puglia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"249.0";"254.0"
"Abetone Cutigliano";"Italia";"Sardegna";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"103.0";"132.0"
"Abetone Cutigliano";"Italia";"Sicilia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"161.0";"243.0"
"Abetone Cutigliano";"Italia";"Toscana";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"28236.0";"30346.0"
"Abetone Cutigliano";"Italia";"Trento";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"110.0";"112.0"
"Abetone Cutigliano";"Italia";"Umbria";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"1139.0";"1187.0"
"Abetone Cutigliano";"Italia";"Valle d'Aosta";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"75.0";"72.0"
"Abetone Cutigliano";"Italia";"Veneto";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"538.0";"467.0"
"Abetone Cutigliano";"Altri Paesi Europei";"Altri Paesi Europei";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"22.0";"29.0"
"Abetone Cutigliano";"Altri Paesi Europei";"Bielorussia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"3.0";"1.0"
"Abetone Cutigliano";"Altri Paesi Europei";"Norvegia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"17.0";"18.0"
"Abetone Cutigliano";"Altri Paesi Europei";"Polonia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"34.0";"75.0"
"Abetone Cutigliano";"Altri Paesi Europei";"Repubblica Ceca";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"35.0";"11.0"
"Abetone Cutigliano";"Altri Paesi Europei";"Repubblica di Moldova";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"3.0";"4.0"
"Abetone Cutigliano";"Altri Paesi Europei";"Russia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"41.0";"68.0"
"Abetone Cutigliano";"Altri Paesi Europei";"Slovacchia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"4.0";"4.0"
"Abetone Cutigliano";"Altri Paesi Europei";"Slovenia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"16.0";"4.0"
"Abetone Cutigliano";"Altri Paesi Europei";"Svizzera (incluso Liechtenstein)";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"131.0";"95.0"
"Abetone Cutigliano";"Altri Paesi Europei";"Turchia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"";"3.0"
"Abetone Cutigliano";"Altri Paesi Europei";"Ucraina";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"19.0";"20.0"
"Abetone Cutigliano";"Altri Paesi Europei";"Ungheria";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"";"20.0"
"Abetone Cutigliano";"Paesi Africani";"Altri Paesi Africa Mediterranea";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"6.0";"2.0"
"Abetone Cutigliano";"Paesi Africani";"Altri Paesi dell'Africa";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"6.0";"8.0"
"Abetone Cutigliano";"Paesi Africani";"Sud Africa";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"5.0";"15.0"
"Abetone Cutigliano";"Paesi Asiatici";"Altri Paesi Asia Occidentale";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"11.0";"14.0"
"Abetone Cutigliano";"Paesi Asiatici";"Altri Paesi dell'Asia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"16.0";"11.0"
"Abetone Cutigliano";"Paesi Asiatici";"Cina (incluso Hong Kong)";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"64.0";"16.0"
"Abetone Cutigliano";"Paesi Asiatici";"Corea del Sud";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0"
"Abetone Cutigliano";"Paesi Asiatici";"Giappone";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"22.0";"11.0"
"Abetone Cutigliano";"Paesi Asiatici";"India";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"22.0";"1.0"
"Abetone Cutigliano";"Paesi Asiatici";"Israele";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"22.0";"2.0"
"Abetone Cutigliano";"Paesi dell'Oceania";"Australia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"29.0";"40.0"
"Abetone Cutigliano";"Paesi dell'Oceania";"Nuova Zelanda";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"12.0";"8.0"
"Abetone Cutigliano";"Paesi delle Americhe";"Altri Paesi Centro-Sud America";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"5.0";"25.0"
"Abetone Cutigliano";"Paesi delle Americhe";"Altri Paesi o territori Nord-Americani";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"6.0";"3.0"
"Abetone Cutigliano";"Paesi delle Americhe";"Argentina";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"16.0";"7.0"
"Abetone Cutigliano";"Paesi delle Americhe";"Brasile";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"99.0";"66.0"
"Abetone Cutigliano";"Paesi delle Americhe";"Canada";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"6.0";"4.0"
"Abetone Cutigliano";"Paesi delle Americhe";"Messico";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"19.0";"4.0"
"Abetone Cutigliano";"Paesi delle Americhe";"Stati Uniti d'America";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"103.0";"74.0"
"Abetone Cutigliano";"Paesi delle Americhe";"Venezuela";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"3.0";"3.0"
"Abetone Cutigliano";"Unione Europea";"Austria";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"57.0";"41.0"
"Abetone Cutigliano";"Unione Europea";"Belgio";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"51.0";"65.0"
"Abetone Cutigliano";"Unione Europea";"Bulgaria";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"2.0";"2.0"
"Abetone Cutigliano";"Unione Europea";"Croazia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"3.0";"114.0"
"Abetone Cutigliano";"Unione Europea";"Danimarca";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"37.0";"28.0"
"Abetone Cutigliano";"Unione Europea";"Estonia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"5.0";"1.0"
"Abetone Cutigliano";"Unione Europea";"Finlandia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"11.0";"15.0"
"Abetone Cutigliano";"Unione Europea";"Francia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"177.0";"187.0"
"Abetone Cutigliano";"Unione Europea";"Germania";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"200.0";"238.0"
"Abetone Cutigliano";"Unione Europea";"Grecia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"8.0";"6.0"
"Abetone Cutigliano";"Unione Europea";"Irlanda";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"12.0";"48.0"
"Abetone Cutigliano";"Unione Europea";"Lettonia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"7.0";"3.0"
"Abetone Cutigliano";"Unione Europea";"Lituania";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"14.0";"1.0"
"Abetone Cutigliano";"Unione Europea";"Lussemburgo";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"6.0";""
"Abetone Cutigliano";"Unione Europea";"Malta";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"9.0";"19.0"
"Abetone Cutigliano";"Unione Europea";"Paesi Bassi";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"191.0";"181.0"
"Abetone Cutigliano";"Unione Europea";"Portogallo";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"2.0";"12.0"
"Abetone Cutigliano";"Unione Europea";"Regno Unito";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"307.0";"379.0"
"Abetone Cutigliano";"Unione Europea";"Romania";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"73.0";"40.0"
"Abetone Cutigliano";"Unione Europea";"Spagna";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"32.0";"50.0"
"Abetone Cutigliano";"Unione Europea";"Svezia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"36.0";"29.0"
"Agliana";"Italia";"Abruzzo";"Arrivi";"37.0";"44.0";"30.0";"60.0";"22.0";"28.0";"53.0";"45.0";"53.0";"75.0";"84.0";"65.0";"66.0";"52.0"
"Agliana";"Italia";"Basilicata";"Arrivi";"22.0";"24.0";"23.0";"12.0";"3.0";"10.0";"13.0";"16.0";"32.0";"24.0";"3.0";"7.0";"12.0";"27.0"
"Agliana";"Italia";"Bolzano-Bozen";"Arrivi";"9.0";"13.0";"12.0";"10.0";"1.0";"";"";"5.0";"5.0";"20.0";"18.0";"2.0";"2.0";"1.0"
"Agliana";"Italia";"Calabria";"Arrivi";"52.0";"34.0";"53.0";"39.0";"37.0";"80.0";"70.0";"66.0";"55.0";"35.0";"62.0";"38.0";"35.0";"37.0"
"Agliana";"Italia";"Campania";"Arrivi";"606.0";"529.0";"387.0";"258.0";"232.0";"308.0";"288.0";"191.0";"210.0";"224.0";"131.0";"249.0";"231.0";"142.0"
"Agliana";"Italia";"Emilia-Romagna";"Arrivi";"172.0";"344.0";"449.0";"383.0";"378.0";"354.0";"283.0";"210.0";"262.0";"142.0";"326.0";"130.0";"175.0";"122.0"
"Agliana";"Italia";"Friuli-V. Giulia";"Arrivi";"58.0";"55.0";"64.0";"36.0";"66.0";"33.0";"14.0";"17.0";"18.0";"17.0";"26.0";"23.0";"15.0";"38.0"
"Agliana";"Italia";"Lazio";"Arrivi";"248.0";"227.0";"386.0";"235.0";"207.0";"219.0";"165.0";"246.0";"194.0";"177.0";"240.0";"297.0";"279.0";"195.0"
"Agliana";"Italia";"Liguria";"Arrivi";"65.0";"63.0";"75.0";"67.0";"43.0";"46.0";"78.0";"106.0";"87.0";"101.0";"74.0";"109.0";"73.0";"48.0"
"Agliana";"Italia";"Lombardia";"Arrivi";"567.0";"532.0";"613.0";"482.0";"311.0";"329.0";"436.0";"359.0";"468.0";"656.0";"398.0";"314.0";"392.0";"287.0"
"Agliana";"Italia";"Marche";"Arrivi";"67.0";"61.0";"72.0";"56.0";"45.0";"32.0";"41.0";"87.0";"64.0";"57.0";"53.0";"47.0";"68.0";"72.0"
"Agliana";"Italia";"Molise";"Arrivi";"13.0";"13.0";"18.0";"10.0";"1.0";"1.0";"2.0";"4.0";"5.0";"4.0";"16.0";"38.0";"40.0";"25.0"
"Agliana";"Italia";"Piemonte";"Arrivi";"337.0";"271.0";"254.0";"241.0";"121.0";"133.0";"96.0";"109.0";"133.0";"114.0";"195.0";"135.0";"100.0";"135.0"
"Agliana";"Italia";"Puglia";"Arrivi";"128.0";"122.0";"144.0";"126.0";"163.0";"86.0";"81.0";"77.0";"99.0";"71.0";"67.0";"81.0";"83.0";"85.0"
"Agliana";"Italia";"Regione italiana non indicata";"Arrivi";"";"2.0";"";"1.0";"";"";"";"";"";"";"";"";"";""
"Agliana";"Italia";"Sardegna";"Arrivi";"22.0";"23.0";"21.0";"30.0";"22.0";"14.0";"18.0";"16.0";"14.0";"22.0";"10.0";"15.0";"7.0";"15.0"
"Agliana";"Italia";"Sicilia";"Arrivi";"99.0";"95.0";"109.0";"84.0";"62.0";"110.0";"76.0";"52.0";"153.0";"75.0";"62.0";"56.0";"46.0";"65.0"
"Agliana";"Italia";"Toscana";"Arrivi";"148.0";"227.0";"242.0";"205.0";"198.0";"240.0";"203.0";"191.0";"325.0";"252.0";"272.0";"266.0";"272.0";"237.0"
"Agliana";"Italia";"Trento";"Arrivi";"4.0";"14.0";"19.0";"64.0";"48.0";"16.0";"16.0";"6.0";"5.0";"8.0";"2.0";"16.0";"17.0";"6.0"
"Agliana";"Italia";"Umbria";"Arrivi";"129.0";"60.0";"64.0";"68.0";"34.0";"48.0";"51.0";"75.0";"57.0";"74.0";"58.0";"33.0";"51.0";"52.0"
"Agliana";"Italia";"Valle d'Aosta";"Arrivi";"2.0";"15.0";"2.0";"2.0";"3.0";"1.0";"4.0";"2.0";"2.0";"2.0";"";"";"1.0";""
"Agliana";"Italia";"Veneto";"Arrivi";"286.0";"255.0";"253.0";"238.0";"199.0";"133.0";"119.0";"133.0";"153.0";"179.0";"130.0";"128.0";"121.0";"140.0"
"Agliana";"Altri Paesi Europei";"Albania";"Arrivi";"21.0";"";"34.0";"142.0";"41.0";"74.0";"35.0";"";"";"";"";"";"";""
"Agliana";"Altri Paesi Europei";"Altri Paesi Europei";"Arrivi";"34.0";"28.0";"5.0";"";"2.0";"3.0";"1.0";"14.0";"24.0";"10.0";"12.0";"10.0";"17.0";"14.0"
"Agliana";"Altri Paesi Europei";"Bielorussia";"Arrivi";"";"";"";"";"3.0";"";"";"";"";"";"";"3.0";"";""
"Agliana";"Altri Paesi Europei";"Bosnia-Erzegovina";"Arrivi";"2.0";"";"2.0";"5.0";"1.0";"2.0";"3.0";"";"";"";"";"";"";""
"Agliana";"Altri Paesi Europei";"Islanda";"Arrivi";"";"2.0";"";"";"";"";"";"";"";"";"1.0";"";"";""
"Agliana";"Altri Paesi Europei";"Iugoslavia";"Arrivi";"";"2.0";"2.0";"";"4.0";"9.0";"9.0";"";"";"";"";"";"";""
"Agliana";"Altri Paesi Europei";"Macedonia";"Arrivi";"";"";"3.0";"5.0";"84.0";"";"4.0";"";"";"";"";"";"";""
"Agliana";"Altri Paesi Europei";"Norvegia";"Arrivi";"";"1.0";"2.0";"";"1.0";"";"";"";"2.0";"";"5.0";"2.0";"";"2.0"
"Agliana";"Altri Paesi Europei";"Paese europeo non indicato";"Arrivi";"";"";"";"";"1.0";"";"";"";"";"";"";"";"";""
"Agliana";"Altri Paesi Europei";"Polonia";"Arrivi";"30.0";"18.0";"23.0";"48.0";"25.0";"20.0";"30.0";"11.0";"16.0";"7.0";"5.0";"3.0";"8.0";"11.0"
"Agliana";"Altri Paesi Europei";"Repubblica Ceca";"Arrivi";"6.0";"3.0";"8.0";"6.0";"12.0";"9.0";"7.0";"5.0";"9.0";"1.0";"23.0";"9.0";"5.0";"8.0"
"Agliana";"Altri Paesi Europei";"Repubblica di Moldova";"Arrivi";"3.0";"";"1.0";"";"4.0";"1.0";"1.0";"";"";"";"";"";"";""
"Agliana";"Altri Paesi Europei";"Russia";"Arrivi";"1.0";"4.0";"2.0";"16.0";"14.0";"16.0";"11.0";"2.0";"7.0";"3.0";"2.0";"2.0";"9.0";"9.0"
"Agliana";"Altri Paesi Europei";"Slovacchia";"Arrivi";"2.0";"";"1.0";"9.0";"4.0";"4.0";"3.0";"";"3.0";"14.0";"17.0";"";"";""
"Agliana";"Altri Paesi Europei";"Slovenia";"Arrivi";"3.0";"1.0";"9.0";"4.0";"2.0";"1.0";"6.0";"2.0";"3.0";"4.0";"2.0";"2.0";"2.0";"2.0"
"Agliana";"Altri Paesi Europei";"Svizzera";"Arrivi";"29.0";"24.0";"38.0";"22.0";"11.0";"13.0";"26.0";"";"";"";"";"";"";""
"Agliana";"Altri Paesi Europei";"Svizzera (incluso Liechtenstein)";"Arrivi";"";"";"";"";"";"";"";"12.0";"12.0";"16.0";"8.0";"7.0";"5.0";"12.0"
"Agliana";"Altri Paesi Europei";"Turchia";"Arrivi";"5.0";"2.0";"5.0";"4.0";"5.0";"3.0";"1.0";"10.0";"3.0";"6.0";"5.0";"5.0";"2.0";"2.0"
"Agliana";"Altri Paesi Europei";"Ucraina";"Arrivi";"5.0";"1.0";"1.0";"4.0";"68.0";"5.0";"12.0";"10.0";"5.0";"2.0";"";"6.0";"29.0";"14.0"
"Agliana";"Altri Paesi Europei";"Ungheria";"Arrivi";"26.0";"32.0";"48.0";"49.0";"18.0";"12.0";"11.0";"7.0";"15.0";"12.0";"9.0";"9.0";"8.0";"7.0"
"Agliana";"Altri Paesi Extraeuropei";"Non specificato";"Arrivi";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";""
"Agliana";"Altri Paesi Extraeuropei";"Paesi e territori non indicati";"Arrivi";"";"1.0";"6.0";"";"";"";"";"";"";"";"";"";"";""
"Agliana";"Paesi Africani";"Altri Paesi Africa Mediterranea";"Arrivi";"20.0";"";"28.0";"25.0";"20.0";"51.0";"41.0";"13.0";"5.0";"7.0";"2.0";"3.0";"3.0";"6.0"
"Agliana";"Paesi Africani";"Altri Paesi dell'Africa";"Arrivi";"";"";"";"";"";"";"";"1.0";"3.0";"4.0";"2.0";"2.0";"";""
"Agliana";"Paesi Africani";"Altri Paesi dell'Africa centrale e del sud";"Arrivi";"9.0";"23.0";"16.0";"5.0";"12.0";"2.0";"6.0";"";"";"";"";"";"";""
"Agliana";"Paesi Africani";"Egitto";"Arrivi";"6.0";"3.0";"19.0";"2.0";"2.0";"4.0";"1.0";"";"2.0";"4.0";"";"";"";""
"Agliana";"Paesi Africani";"Paese dell'Africa non indicato";"Arrivi";"";"";"";"1.0";"";"4.0";"3.0";"";"";"";"";"";"";""
"Agliana";"Paesi Africani";"Sud Africa";"Arrivi";"";"";"";"";"";"";"";"";"1.0";"";"1.0";"";"";""
